year_film,year_ceremony,ceremony,category,name,film,win,cat__c
1934,1935,7,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Strikes and Spares,False,SHORT SUBJECT
1934,1935,7,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Affairs of Cellini,False,SOUND RECORDING
1934,1935,7,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",Cleopatra,False,SOUND RECORDING
1934,1935,7,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Flirtation Walk,False,SOUND RECORDING
1934,1935,7,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",The Gay Divorcee,False,SOUND RECORDING
1934,1935,7,SOUND RECORDING,"Universal Studio Sound Department, Theodore Soderberg, Sound Director",Imitation of Life,False,SOUND RECORDING
1934,1935,7,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",One Night of Love,True,SOUND RECORDING
1934,1935,7,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Viva Villa!,False,SOUND RECORDING
1934,1935,7,SOUND RECORDING,"Fox Studio Sound Department, E. H. Hansen, Sound Director",The White Parade,False,SOUND RECORDING
1934,1935,7,WRITING (Adaptation),Robert Riskin,It Happened One Night,True,WRITING
1934,1935,7,WRITING (Adaptation),"Frances Goodrich, Albert Hackett",The Thin Man,False,WRITING
1934,1935,7,WRITING (Adaptation),Ben Hecht,Viva Villa!,False,WRITING
1934,1935,7,WRITING (Original Story),Mauri Grashin,Hide-Out,False,WRITING
1934,1935,7,WRITING (Original Story),Arthur Caesar,Manhattan Melodrama,True,WRITING
1934,1935,7,WRITING (Original Story),Norman Krasna,The Richest Girl in the World,False,WRITING
1935,1936,8,ACTOR,Clark Gable,Mutiny on the Bounty,False,ACTOR
1935,1936,8,ACTOR,Charles Laughton,Mutiny on the Bounty,False,ACTOR
1935,1936,8,ACTOR,Victor McLaglen,The Informer,True,ACTOR
1935,1936,8,ACTOR,Paul Muni,Black Fury,False,ACTOR
1935,1936,8,ACTOR,Franchot Tone,Mutiny on the Bounty,False,ACTOR
1935,1936,8,ACTRESS,Elisabeth Bergner,Escape Me Never,False,ACTRESS
1935,1936,8,ACTRESS,Claudette Colbert,Private Worlds,False,ACTRESS
1935,1936,8,ACTRESS,Bette Davis,Dangerous,True,ACTRESS
1935,1936,8,ACTRESS,Katharine Hepburn,Alice Adams,False,ACTRESS
1935,1936,8,ACTRESS,Miriam Hopkins,Becky Sharp,False,ACTRESS
1935,1936,8,ACTRESS,Merle Oberon,The Dark Angel,False,ACTRESS
1935,1936,8,ART DIRECTION,Richard Day,The Dark Angel,True,ART DIRECTION
1935,1936,8,ART DIRECTION,"Hans Dreier, Roland Anderson",The Lives of a Bengal Lancer,False,ART DIRECTION
1935,1936,8,ART DIRECTION,"Van Nest Polglase, Carroll Clark",Top Hat,False,ART DIRECTION
1935,1936,8,CINEMATOGRAPHY,Ray June,Barbary Coast,False,CINEMATOGRAPHY
1935,1936,8,CINEMATOGRAPHY,Victor Milner,The Crusades,False,CINEMATOGRAPHY
1935,1936,8,CINEMATOGRAPHY,Gregg Toland,Les Miserables,False,CINEMATOGRAPHY
1935,1936,8,CINEMATOGRAPHY,Hal Mohr,A Midsummer Night's Dream,True,CINEMATOGRAPHY
1935,1936,8,DIRECTING,Michael Curtiz,Captain Blood,False,DIRECTING
1935,1936,8,DIRECTING,John Ford,The Informer,True,DIRECTING
1935,1936,8,DIRECTING,Henry Hathaway,The Lives of a Bengal Lancer,False,DIRECTING
1935,1936,8,DIRECTING,Frank Lloyd,Mutiny on the Bounty,False,DIRECTING
1935,1936,8,FILM EDITING,Robert J. Kern,David Copperfield,False,FILM EDITING
1935,1936,8,FILM EDITING,George Hively,The Informer,False,FILM EDITING
1935,1936,8,FILM EDITING,Barbara McLean,Les Miserables,False,FILM EDITING
1935,1936,8,FILM EDITING,Ellsworth Hoagland,The Lives of a Bengal Lancer,False,FILM EDITING
1935,1936,8,FILM EDITING,Ralph Dawson,A Midsummer Night's Dream,True,FILM EDITING
1935,1936,8,FILM EDITING,Margaret Booth,Mutiny on the Bounty,False,FILM EDITING
1935,1936,8,MUSIC (Scoring),"Warner Bros.-First National Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Captain Blood,False,MUSIC
1935,1936,8,MUSIC (Scoring),"RKO Radio Studio Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Informer,True,MUSIC
1935,1936,8,MUSIC (Scoring),"Metro-Goldwyn-Mayer Studio Music Department, Nat W. Finston, head of department  (Score by Herbert Stothart)",Mutiny on the Bounty,False,MUSIC
1935,1936,8,MUSIC (Scoring),"Paramount Studio Music Department, Irvin Talbot, head of department  (Score by Ernst Toch)",Peter Ibbetson,False,MUSIC
1935,1936,8,MUSIC (Song),Music and Lyrics by Irving Berlin,Top Hat,False,MUSIC
1935,1936,8,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields and Jimmy McHugh,Roberta,False,MUSIC
1935,1936,8,MUSIC (Song),Music by Harry Warren; Lyrics by Al Dubin,Gold Diggers of 1935,True,MUSIC
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Alice Adams,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Broadway Melody of 1936,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Cosmopolitan,Captain Blood,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,David Copperfield,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,The Informer,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,20th Century,Les Miserables,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,The Lives of a Bengal Lancer,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Warner Bros.,A Midsummer Night's Dream,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Mutiny on the Bounty,True,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Naughty Marietta,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,Paramount,Ruggles of Red Gap,False,OUTSTANDING PRODUCTION
1935,1936,8,OUTSTANDING PRODUCTION,RKO Radio,Top Hat,False,OUTSTANDING PRODUCTION
1935,1936,8,SHORT SUBJECT (Cartoon),Harman-Ising,The Calico Dragon,False,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Three Orphan Kittens,True,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",Who Killed Cock Robin?,False,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Comedy),"Jack Chertok, Producer",How to Sleep,True,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Comedy),"Jules White, Producer","Oh, My Nerves",False,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Comedy),"Hal Roach, Producer",Tit for Tat,False,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Novelty),"Pete Smith, Producer",Audioscopiks,False,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Novelty),Universal,Camera Thrills,False,SHORT SUBJECT
1935,1936,8,SHORT SUBJECT (Novelty),Gaumont British and Skibo Productions,Wings over Mt. Everest,True,SHORT SUBJECT
1935,1936,8,SOUND RECORDING,"Universal Studio Sound Department, Gilbert Kurland, Sound Director",Bride of Frankenstein,False,SOUND RECORDING
1935,1936,8,SOUND RECORDING,"Warner Bros.-First National Studio Sound Department, Nathan Levinson, Sound Director",Captain Blood,False,SOUND RECORDING
1935,1936,8,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",The Dark Angel,False,SOUND RECORDING
1935,1936,8,SOUND RECORDING,"RKO Radio Studio Sound Department, Carl Dreher, Sound Director",I Dream Too Much,False,SOUND RECORDING
1935,1936,8,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Lives of a Bengal Lancer,False,SOUND RECORDING
1935,1936,8,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Love Me Forever,False,SOUND RECORDING
1935,1936,8,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",Naughty Marietta,True,SOUND RECORDING
1935,1936,8,SOUND RECORDING,Republic Studio Sound Department,"$1,000 a Minute",False,SOUND RECORDING
1935,1936,8,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Thanks a Million,False,SOUND RECORDING
1935,1936,8,WRITING (Original Story),Moss Hart,Broadway Melody of 1936,False,WRITING
1935,1936,8,WRITING (Original Story),Gregory Rogers,G-Men,False,WRITING
1935,1936,8,WRITING (Original Story),"Don Hartman, Stephen Avery",The Gay Deception,False,WRITING
1935,1936,8,WRITING (Original Story),"Ben Hecht, Charles MacArthur",The Scoundrel,True,WRITING
1935,1936,8,WRITING (Screenplay),Casey Robinson,Captain Blood,False,WRITING
1935,1936,8,WRITING (Screenplay),Dudley Nichols,The Informer,True,WRITING
1935,1936,8,WRITING (Screenplay),"Screenplay by Waldemar Young, John L. Balderston, Achmed Abdullah;  Adaptation by Grover Jones, William Slavens McNutt",The Lives of a Bengal Lancer,False,WRITING
1935,1936,8,WRITING (Screenplay),"Talbot Jennings, Jules Furthman, Carey Wilson",Mutiny on the Bounty,False,WRITING
1936,1937,9,ACTOR,Gary Cooper,Mr. Deeds Goes to Town,False,ACTOR
1936,1937,9,ACTOR,Walter Huston,Dodsworth,False,ACTOR
1936,1937,9,ACTOR,Paul Muni,The Story of Louis Pasteur,True,ACTOR
1936,1937,9,ACTOR,William Powell,My Man Godfrey,False,ACTOR
1936,1937,9,ACTOR,Spencer Tracy,San Francisco,False,ACTOR
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Mischa Auer,My Man Godfrey,False,ACTOR
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Walter Brennan,Come and Get It,True,ACTOR
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Stuart Erwin,Pigskin Parade,False,ACTOR
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Basil Rathbone,Romeo and Juliet,False,ACTOR
1936,1937,9,ACTOR IN A SUPPORTING ROLE,Akim Tamiroff,The General Died at Dawn,False,ACTOR
1936,1937,9,ACTRESS,Irene Dunne,Theodora Goes Wild,False,ACTRESS
1936,1937,9,ACTRESS,Gladys George,Valiant Is the Word for Carrie,False,ACTRESS
1936,1937,9,ACTRESS,Carole Lombard,My Man Godfrey,False,ACTRESS
1936,1937,9,ACTRESS,Luise Rainer,The Great Ziegfeld,True,ACTRESS
1936,1937,9,ACTRESS,Norma Shearer,Romeo and Juliet,False,ACTRESS
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Beulah Bondi,The Gorgeous Hussy,False,ACTRESS
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Alice Brady,My Man Godfrey,False,ACTRESS
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Bonita Granville,These Three,False,ACTRESS
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Maria Ouspenskaya,Dodsworth,False,ACTRESS
1936,1937,9,ACTRESS IN A SUPPORTING ROLE,Gale Sondergaard,Anthony Adverse,True,ACTRESS
1936,1937,9,ART DIRECTION,Anton Grot,Anthony Adverse,False,ART DIRECTION
1936,1937,9,ART DIRECTION,Richard Day,Dodsworth,True,ART DIRECTION
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Eddie Imazu, Edwin B. Willis",The Great Ziegfeld,False,ART DIRECTION
1936,1937,9,ART DIRECTION,William S. Darling,Lloyds of London,False,ART DIRECTION
1936,1937,9,ART DIRECTION,"Albert S. D'Agostino, Jack Otterson",The Magnificent Brute,False,ART DIRECTION
1936,1937,9,ART DIRECTION,"Cedric Gibbons, Fredric Hope, Edwin B. Willis",Romeo and Juliet,False,ART DIRECTION
1936,1937,9,ART DIRECTION,Perry Ferguson,Winterset,False,ART DIRECTION
1936,1937,9,CINEMATOGRAPHY,Gaetano Gaudio,Anthony Adverse,True,CINEMATOGRAPHY
1936,1937,9,CINEMATOGRAPHY,Victor Milner,The General Died at Dawn,False,CINEMATOGRAPHY
1936,1937,9,CINEMATOGRAPHY,George Folsey,The Gorgeous Hussy,False,CINEMATOGRAPHY
1936,1937,9,DIRECTING,William Wyler,Dodsworth,False,DIRECTING
1936,1937,9,DIRECTING,Robert Z. Leonard,The Great Ziegfeld,False,DIRECTING
1936,1937,9,DIRECTING,Frank Capra,Mr. Deeds Goes to Town,True,DIRECTING
1936,1937,9,DIRECTING,Gregory La Cava,My Man Godfrey,False,DIRECTING
1936,1937,9,DIRECTING,W. S. Van Dyke,San Francisco,False,DIRECTING
1936,1937,9,FILM EDITING,Ralph Dawson,Anthony Adverse,True,FILM EDITING
1936,1937,9,FILM EDITING,Edward Curtiss,Come and Get It,False,FILM EDITING
1936,1937,9,FILM EDITING,William S. Gray,The Great Ziegfeld,False,FILM EDITING
1936,1937,9,FILM EDITING,Barbara McLean,Lloyds of London,False,FILM EDITING
1936,1937,9,FILM EDITING,Conrad A. Nervig,A Tale of Two Cities,False,FILM EDITING
1936,1937,9,FILM EDITING,Otto Meyer,Theodora Goes Wild,False,FILM EDITING
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Erich Wolfgang Korngold)",Anthony Adverse,True,MUSIC
1936,1937,9,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Charge of the Light Brigade,False,MUSIC
1936,1937,9,MUSIC (Scoring),"Selznick International Pictures Music Department, Max Steiner, head of department  (Score by Max Steiner)",The Garden of Allah,False,MUSIC
1936,1937,9,MUSIC (Scoring),"Paramount Studio Music Department, Boris Morros, head of department  (Score by Werner Janssen)",The General Died at Dawn,False,MUSIC
1936,1937,9,MUSIC (Scoring),"RKO Radio Studio Music Department, Nathaniel Shilkret, head of department  (Score by Nathaniel Shilkret)",Winterset,False,MUSIC
1936,1937,9,MUSIC (Song),Music by Walter Donaldson; Lyrics by Harold Adamson,Suzy,False,MUSIC
1936,1937,9,MUSIC (Song),Music and Lyrics by Cole Porter,Born to Dance,False,MUSIC
1936,1937,9,MUSIC (Song),Music by Louis Alter; Lyrics by Sidney Mitchell,Trail of the Lonesome Pine,False,MUSIC
1936,1937,9,MUSIC (Song),Music by Arthur Johnston; Lyrics by Johnny Burke,Pennies from Heaven,False,MUSIC
1936,1937,9,MUSIC (Song),Music by Jerome Kern; Lyrics by Dorothy Fields,Swing Time,True,MUSIC
1936,1937,9,MUSIC (Song),Music by Richard A. Whiting; Lyrics by Walter Bullock,"Sing, Baby, Sing",False,MUSIC
1936,1937,9,OUTSTANDING PRODUCTION,Warner Bros.,Anthony Adverse,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Samuel Goldwyn Productions,Dodsworth,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,The Great Ziegfeld,True,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Libeled Lady,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Columbia,Mr. Deeds Goes to Town,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,Romeo and Juliet,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,San Francisco,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Cosmopolitan,The Story of Louis Pasteur,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Metro-Goldwyn-Mayer,A Tale of Two Cities,False,OUTSTANDING PRODUCTION
1936,1937,9,OUTSTANDING PRODUCTION,Universal,Three Smart Girls,False,OUTSTANDING PRODUCTION
1936,1937,9,SHORT SUBJECT (Cartoon),"Walt Disney, Producer",The Country Cousin,True,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Cartoon),Harman-Ising,Old Mill Pond,False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Cartoon),Paramount,Sinbad the Sailor,False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Color),Warner Bros.,Give Me Liberty,True,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Color),"Lewis Lewyn, Producer",La Fiesta de Santa Barbara,False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Color),Paramount,Popular Science J-6-2,False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (One-reel),"Hal Roach, Producer",Bored of Education,True,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (One-reel),Paramount,Moscow Moods,False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (One-reel),"Pete Smith, Producer","Wanted, a Master",False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Two-reel),Warner Bros.,Double or Nothing,False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Two-reel),RKO Radio,Dummy Ache,False,SHORT SUBJECT
1936,1937,9,SHORT SUBJECT (Two-reel),Metro-Goldwyn-Mayer,The Public Pays,True,SHORT SUBJECT
1936,1937,9,SOUND RECORDING,"20th Century-Fox Studio Sound Department, E. H. Hansen, Sound Director",Banjo on My Knee,False,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"Warner Bros. Studio Sound Department, Nathan Levinson, Sound Director",The Charge of the Light Brigade,False,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"United Artists Studio Sound Department, Thomas T. Moulton, Sound Director",Dodsworth,False,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"Hal Roach Studio Sound Department, Elmer A. Raguse, Sound Director",General Spanky,False,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"Columbia Studio Sound Department, John Livadary, Sound Director",Mr. Deeds Goes to Town,False,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"Metro-Goldwyn-Mayer Studio Sound Department, Douglas Shearer, Sound Director",San Francisco,True,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"Paramount Studio Sound Department, Franklin B. Hansen, Sound Director",The Texas Rangers,False,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"RKO Radio Studio Sound Department, J. O. Aalberg, Sound Director",That Girl from Paris,False,SOUND RECORDING
1936,1937,9,SOUND RECORDING,"Universal Studio Sound Department, Homer G. Tasker, Sound Director",Three Smart Girls,False,SOUND RECORDING
1936,1937,9,WRITING (Original Story),Norman Krasna,Fury,False,WRITING
1936,1937,9,WRITING (Original Story),William Anthony McGuire,The Great Ziegfeld,False,WRITING
1936,1937,9,WRITING (Original Story),Robert Hopkins,San Francisco,False,WRITING
1936,1937,9,WRITING (Original Story),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True,WRITING
1936,1937,9,WRITING (Original Story),Adele Comandini,Three Smart Girls,False,WRITING
1936,1937,9,WRITING (Screenplay),"Frances Goodrich, Albert Hackett",After the Thin Man,False,WRITING
1936,1937,9,WRITING (Screenplay),Sidney Howard,Dodsworth,False,WRITING
1936,1937,9,WRITING (Screenplay),Robert Riskin,Mr. Deeds Goes to Town,False,WRITING
1936,1937,9,WRITING (Screenplay),"Eric Hatch, Morris Ryskind",My Man Godfrey,False,WRITING
1936,1937,9,WRITING (Screenplay),"Pierre Collings, Sheridan Gibney",The Story of Louis Pasteur,True,WRITING
1937,1938,10,ACTOR,Charles Boyer,Conquest,False,ACTOR
1937,1938,10,ACTOR,Fredric March,A Star Is Born,False,ACTOR
1937,1938,10,ACTOR,Robert Montgomery,Night Must Fall,False,ACTOR
1937,1938,10,ACTOR,Paul Muni,The Life of Emile Zola,False,ACTOR
1937,1938,10,ACTOR,Spencer Tracy,Captains Courageous,True,ACTOR
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Ralph Bellamy,The Awful Truth,False,ACTOR
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Thomas Mitchell,The Hurricane,False,ACTOR
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Joseph Schildkraut,The Life of Emile Zola,True,ACTOR
1937,1938,10,ACTOR IN A SUPPORTING ROLE,H. B. Warner,Lost Horizon,False,ACTOR
1937,1938,10,ACTOR IN A SUPPORTING ROLE,Roland Young,Topper,False,ACTOR
1937,1938,10,ACTRESS,Irene Dunne,The Awful Truth,False,ACTRESS
1937,1938,10,ACTRESS,Greta Garbo,Camille,False,ACTRESS
1937,1938,10,ACTRESS,Janet Gaynor,A Star Is Born,False,ACTRESS
1937,1938,10,ACTRESS,Luise Rainer,The Good Earth,True,ACTRESS
1937,1938,10,ACTRESS,Barbara Stanwyck,Stella Dallas,False,ACTRESS
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Alice Brady,In Old Chicago,True,ACTRESS
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Andrea Leeds,Stage Door,False,ACTRESS
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Anne Shirley,Stella Dallas,False,ACTRESS
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Claire Trevor,Dead End,False,ACTRESS
1937,1938,10,ACTRESS IN A SUPPORTING ROLE,Dame May Whitty,Night Must Fall,False,ACTRESS
1937,1938,10,ART DIRECTION,"Cedric Gibbons, William Horning",Conquest,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Carroll Clark,A Damsel in Distress,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Richard Day,Dead End,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Wiard Ihnen,Every Day's a Holiday,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Anton Grot,The Life of Emile Zola,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Stephen Goosson,Lost Horizon,True,ART DIRECTION
1937,1938,10,ART DIRECTION,John Victor Mackay,Manhattan Merry-Go-Round,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Lyle Wheeler,The Prisoner of Zenda,False,ART DIRECTION
1937,1938,10,ART DIRECTION,"Hans Dreier, Roland Anderson",Souls at Sea,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Alexander Toluboff,Walter Wanger's Vogues of 1938,False,ART DIRECTION
1937,1938,10,ART DIRECTION,"William S. Darling, David Hall",Wee Willie Winkie,False,ART DIRECTION
1937,1938,10,ART DIRECTION,Jack Otterson,You're a Sweetheart,False,ART DIRECTION
1937,1938,10,CINEMATOGRAPHY,Gregg Toland,Dead End,False,CINEMATOGRAPHY
1937,1938,10,CINEMATOGRAPHY,Karl Freund,The Good Earth,True,CINEMATOGRAPHY
1937,1938,10,CINEMATOGRAPHY,Joseph Valentine,Wings over Honolulu,False,CINEMATOGRAPHY
1937,1938,10,DIRECTING,Leo McCarey,The Awful Truth,True,DIRECTING
1937,1938,10,DIRECTING,Sidney Franklin,The Good Earth,False,DIRECTING
1937,1938,10,DIRECTING,William Dieterle,The Life of Emile Zola,False,DIRECTING
1937,1938,10,DIRECTING,Gregory La Cava,Stage Door,False,DIRECTING
1937,1938,10,DIRECTING,William Wellman,A Star Is Born,False,DIRECTING
1937,1938,10,FILM EDITING,Al Clark,The Awful Truth,False,FILM EDITING
1937,1938,10,FILM EDITING,Elmo Veron,Captains Courageous,False,FILM EDITING
1937,1938,10,FILM EDITING,Basil Wrangell,The Good Earth,False,FILM EDITING
1937,1938,10,FILM EDITING,"Gene Havlick, Gene Milford",Lost Horizon,True,FILM EDITING
1937,1938,10,FILM EDITING,Bernard W. Burton,One Hundred Men and a Girl,False,FILM EDITING
1937,1938,10,MUSIC (Scoring),"Samuel Goldwyn Studio Music Department, Alfred Newman, head of department  (Score by Alfred Newman)",The Hurricane,False,MUSIC
1937,1938,10,MUSIC (Scoring),"20th Century-Fox Studio Music Department, Louis Silvers, head of department  (no composer credit)",In Old Chicago,False,MUSIC
1937,1938,10,MUSIC (Scoring),"Warner Bros. Studio Music Department, Leo Forbstein, head of department  (Score by Max Steiner)",The Life of Emile Zola,False,MUSIC
1937,1938,10,MUSIC (Scoring),"Columbia Studio Music Department, Morris Stoloff, head of department  (Score by Dimitri Tiomkin)",Lost Horizon,False,MUSIC
1937,1938,10,MUSIC (Scoring),"Principal Productions, Dr. Hugo Riesenfeld, musical director  (Score by Dr. Hugo Riesenfeld)",Make a Wish,False,MUSIC
